spectrogram,label
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-0-8.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-0-9.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-0.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-1.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-10.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-11.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-2.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-3.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-4.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-5.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-6.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-7.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-8.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144007-5-1-9.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144028-3-0-0.npy,3
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144028-3-1-0.npy,3
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144028-3-1-1.npy,3
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-0.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-1.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-10.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-11.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-12.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-13.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-14.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-15.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-16.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-17.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-18.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-2.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-3.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-4.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-5.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-6.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-7.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-8.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-0-9.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-1-0.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-2-0.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-3-0.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-4-0.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-4-1.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-4-2.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-4-3.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-4-4.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-4-5.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-4-6.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-4-7.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-4-8.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-5-0.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-5-1.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144068-5-5-2.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-0-0.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-0-1.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-0-2.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-1-1.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-2-0.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-2-2.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-2-4.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-2-5.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-2-6.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-1.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-10.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-11.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-12.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-14.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-15.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-2.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-3.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-4.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-5.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144351-4-3-7.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14468-3-0-2.npy,3
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14468-3-0-3.npy,3
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14468-3-1-0.npy,3
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14468-3-5-0.npy,3
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14470-2-0-10.npy,2
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14470-2-0-14.npy,2
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14470-2-0-21.npy,2
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14470-2-0-4.npy,2
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14470-2-0-56.npy,2
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14470-2-0-65.npy,2
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14470-2-0-70.npy,2
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14470-2-0-72.npy,2
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\144885-3-0-0.npy,3
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145206-6-0-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145206-6-1-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145206-6-2-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145206-6-3-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145206-6-4-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145206-6-5-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14524-1-0-0.npy,1
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14527-9-0-0.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14527-9-0-2.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14527-9-0-3.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14527-9-0-4.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14527-9-0-5.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14527-9-0-6.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\14527-9-0-7.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145390-9-0-13.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145390-9-0-15.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145390-9-0-22.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145390-9-0-26.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145390-9-0-3.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145390-9-0-34.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145390-9-0-7.npy,9
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145577-1-0-0.npy,1
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145608-6-0-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145608-6-1-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145608-6-2-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145608-6-3-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145609-6-0-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145609-6-1-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145611-6-0-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145611-6-1-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145611-6-2-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145611-6-3-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145611-6-4-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145612-6-0-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145612-6-1-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145612-6-2-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145612-6-3-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145683-6-0-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145683-6-1-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145683-6-2-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145683-6-3-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145683-6-4-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\145683-6-5-0.npy,6
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-0.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-1.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-10.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-11.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-12.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-13.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-2.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-3.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-4.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-5.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-6.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-7.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-8.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146186-5-0-9.npy,5
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146244-4-0-0.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146249-4-0-0.npy,4
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146343-3-0-0.npy,3
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-100.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-112.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-115.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-116.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-117.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-125.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-137.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-140.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-151.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-154.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-155.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-165.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-17.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-18.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-25.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-35.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-38.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-43.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-47.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-64.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-8.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-80.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-86.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-87.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146690-0-0-93.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-1.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-11.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-12.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-17.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-18.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-19.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-20.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-22.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-25.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-26.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-3.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-30.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-33.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-34.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-37.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-44.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-48.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-53.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-59.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-63.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-65.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-66.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-68.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146709-0-0-7.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-0.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-12.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-13.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-17.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-18.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-2.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-21.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-22.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-27.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-33.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-35.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-36.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-38.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-41.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-43.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-45.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-47.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-49.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-50.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-53.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-55.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-56.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-58.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146714-0-0-6.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-0.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-1.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-10.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-11.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-12.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-13.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-14.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-15.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-16.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-17.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-18.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-19.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-2.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-20.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-21.npy,0
D:\Documentos\IPN\6to Semestre\Aprendizaje_profundo\programas\proyecto\espectrogramas\146845-0-0-22.npy,0
